ID,Name,Owner,Controler,Religion,Culture
1,Stockholm,PLC,PLC,catholic,swedish
2,Östergötland,PLC,PLC,catholic,swedish
3,Kalmar,PLC,PLC,catholic,swedish
4,Bergslagen,PLC,PLC,catholic,swedish
5,Värmland,PLC,PLC,catholic,swedish
6,Lund,PLC,PLC,catholic,swedish
7,Skaraborg,PLC,PLC,catholic,swedish
8,Dalaskogen,FRA,FRA,protestant,swedish
9,Hälsingland,PLC,PLC,catholic,swedish
10,Jämtland,FRA,FRA,protestant,norwegian
11,Västerbotten,PLC,PLC,catholic,swedish
12,Sjælland,GER,GER,protestant,danish
13,Slesvig,FRA,FRA,protestant,danish
14,Fyn,GER,GER,protestant,danish
15,Vestjylland,FRA,FRA,protestant,danish
16,Bohuslän,NOR,NOR,protestant,norwegian
17,Akershus,FRA,FRA,protestant,norwegian
18,Lappland,PLC,PLC,catholic,sapmi
19,Österbotten,PLC,PLC,catholic,polish
20,Trøndelag,FRA,FRA,protestant,norwegian
21,Hålogaland,FRA,FRA,protestant,norwegian
22,Opplanda,FRA,FRA,protestant,norwegian
23,Bergenhus,FRA,FRA,protestant,norwegian
24,Stavanger,FRA,FRA,protestant,norwegian
25,Gotland,PLC,PLC,catholic,prussian
26,Halland,PLC,PLC,catholic,swedish
27,Åbo,PLC,PLC,catholic,swedish
28,Nyland,PLC,PLC,catholic,polish
29,Tavastland,PLC,PLC,catholic,polish
30,Viborg,PLC,PLC,catholic,novgorodian
31,Savolax,PLC,PLC,catholic,polish
32,Kexholm,PLC,PLC,catholic,novgorodian
33,Neva,PLC,PLC,catholic,novgorodian
34,Ingermanland,PLC,PLC,catholic,novgorodian
35,Ösel,PLC,PLC,catholic,estonian
36,Reval,PLC,PLC,catholic,estonian
37,Livland,PLC,PLC,catholic,latvian
38,Riga,PLC,PLC,catholic,polish
39,Goldingen,PLC,PLC,catholic,lithuanian
40,Memel,PLC,PLC,catholic,lithuanian
41,Königsberg,PLC,PLC,catholic,prussian
42,Warmia,PLC,PLC,catholic,prussian
43,Danzig,PLC,PLC,catholic,prussian
44,Hamburg,GER,GER,protestant,lower_saxon
45,Lübeck,GER,GER,protestant,lower_saxon
46,Rostock,GER,GER,protestant,pommeranian
47,Stralsund,PLC,PLC,catholic,polish
48,Kolberg,PLC,PLC,catholic,polish
49,Neumark,PLC,PLC,catholic,saxon
50,Berlin,PLC,PLC,catholic,saxon
51,Ruppin,GER,GER,protestant,saxon
52,Magdeburg,GER,GER,protestant,saxon
53,Lüneburg,GER,GER,protestant,lower_saxon
54,Stade,FRA,RUM,protestant,lower_saxon
55,Oldenburg,FRA,FRA,protestant,hannoverian
56,Osnabrück,FRA,FRA,protestant,hannoverian
57,Brunswick,GER,GER,protestant,lower_saxon
58,Anhalt,GER,GER,protestant,saxon
59,Wittenberg,GER,GER,protestant,saxon
60,Bautzen,PLC,PLC,catholic,saxon
61,Dresden,GER,GER,protestant,saxon
62,Leipzig,GER,GER,protestant,saxon
63,Erfurt,GER,GER,protestant,saxon
64,Landshut,GER,GER,protestant,bavarian
65,München,GER,GER,protestant,bavarian
66,Bamberg,GER,GER,protestant,franconian
67,Nürnberg,NUM,NUM,protestant,franconian
68,Memmingen,GER,GER,protestant,swabian
69,Dortmund,FRA,FRA,protestant,hannoverian
70,Stuttgart,ITA,ITA,catholic,swabian
71,Ansbach,GER,GER,protestant,franconian
72,Breisgau,ITA,ITA,catholic,swabian
73,Inntal,HAB,HAB,reformed,austrian
74,Baden,FRA,FRA,protestant,swabian
75,Straßburg,FRA,FRA,protestant,swabian
76,Salzburg,SLZ,REB,protestant,bavarian
77,Heidelberg,FRA,FRA,protestant,hessian
78,Mainz,FRA,FRA,protestant,hessian
79,Würzburg,GER,GER,protestant,franconian
80,Trier,FRA,FRA,protestant,hessian
81,Oberhessen,GER,GER,protestant,hessian
82,Westfalen,FRA,FRA,protestant,hannoverian
83,Nassau,FRA,FRA,protestant,hessian
84,Berg,FRA,FRA,protestant,hessian
85,Köln,FRA,REB,protestant,hessian
86,Münster,FRA,FRA,protestant,hannoverian
87,Calais,FRA,FRA,protestant,wallonian
88,Artois,FRA,FRA,protestant,wallonian
89,Picardie,FRA,FRA,protestant,cosmopolitan_french
90,Bruges,FRA,FRA,protestant,flemish
91,Hainaut,FRA,FRA,protestant,wallonian
92,Brussels,FRA,FRA,protestant,flemish
93,Liège,FRA,FRA,protestant,wallonian
94,Luxemburg,FRA,FRA,protestant,wallonian
95,Breda,FRA,FRA,protestant,dutch
96,Zeeland,FRA,FRA,protestant,dutch
97,Amsterdam,FRA,FRA,protestant,dutch
98,Utrecht,FRA,FRA,protestant,dutch
99,Gelre,FRA,FRA,protestant,dutch
100,Friesland,FRA,FRA,protestant,frisian
101,Genoa,ITA,ITA,catholic,ligurian
102,Nice,ITA,ITA,catholic,ligurian
103,Turin,ITA,ITA,catholic,piedmontese
104,Milan,ITA,ITA,catholic,lombard
105,Parma,ITA,ITA,catholic,lombard
106,Modena,ITA,ITA,catholic,romagnan
107,Brescia,ITA,ITA,catholic,lombard
108,Verona,ITA,ITA,catholic,venetian
109,Mantua,ITA,ITA,catholic,romagnan
110,Trentino,ITA,ITA,catholic,venetian
111,Friuli,ITA,ITA,catholic,venetian
112,Venezia,ITA,ITA,catholic,venetian
113,Ferrara,ITA,ITA,catholic,romagnan
114,Ravenna,ITA,ITA,catholic,romagnan
115,Pisa,ITA,ITA,catholic,tuscan
116,Firenze,ITA,ITA,catholic,tuscan
117,Siena,ITA,ITA,catholic,tuscan
118,Roma,ITA,ITA,catholic,umbrian
119,Ancona,ITA,ITA,catholic,umbrian
120,Abruzzi,ITA,ITA,catholic,neapolitan
121,Napoli,ITA,ITA,catholic,neapolitan
122,Salento,ITA,ITA,catholic,neapolitan
123,Calabria,ITA,ITA,catholic,sicilian
124,Messina,SPA,SPA,catholic,sicilian
125,Palermo,SPA,SPA,catholic,sicilian
126,Malta,SPA,SPA,catholic,maltese
127,Sassari,ITA,ITA,catholic,sardinian
128,Unterkärnten,ITA,ITA,reformed,austrian
129,Krain,ITA,ITA,reformed,slovene
130,Istria,ITA,ITA,reformed,dalmatian
131,Zagreb,RUM,GBR,reformed,croatian
132,Steiermark,SLZ,SLZ,reformed,austrian
133,Ob der Enns,RUM,ITA,reformed,austrian
134,Wien,RUM,FRA,protestant,austrian
135,Sopron,RUM,GBR,reformed,croatian
136,Split,DAL,DAL,orthodox,dalmatian
137,Ragusa,DAL,DAL,catholic,dalmatian
138,Zeta,RUM,FRA,orthodox,serbian
139,Hum,RUM,FRA,orthodox,bosnian
140,Bosnia,RUM,ITA,orthodox,bosnian
141,Smederevo,RUM,FRA,orthodox,serbian
142,Corfu,RUM,RUM,orthodox,greek
143,Vlorë,ALB,ALB,orthodox,albanian
144,Epirus,RUM,RUM,orthodox,greek
145,Morea,RUM,RUM,orthodox,greek
146,Athens,RUM,REB,orthodox,greek
147,Thessaly,RUM,REB,orthodox,greek
148,Macedonia,RUM,RUM,sunni,greek
149,Edirne,RUM,RUM,sunni,greek
150,Nikopol,RUM,ITA,sunni,bulgarian
151,Constantinople,RUM,FRA,sunni,turkish
152,Varasd,RUM,GBR,reformed,croatian
153,Pest,RUM,ITA,reformed,hungarian
154,Hont,RUM,FRA,reformed,slovak
155,Békés,RUM,ITA,orthodox,hungarian
156,Temes,RUM,FRA,sunni,transylvanian
157,Bihar,RUM,RUM,orthodox,transylvanian
158,Maros,RUM,RUM,reformed,transylvanian
159,Silistria,RUM,RUM,sunni,bulgarian
160,Oltenia,RUM,RUM,orthodox,romanian
161,Tîrgoviste,RUM,RUM,orthodox,romanian
162,Zemplén,RUM,REB,reformed,slovak
163,Crete,GBR,GBR,orthodox,greek
164,Naxos,RUM,ITA,orthodox,greek
165,Bern,ITA,ITA,catholic,swiss
166,Waldstätte,ITA,ITA,catholic,swiss
167,Caux,FRA,FRA,protestant,normand
168,Caen,FRA,FRA,protestant,normand
169,Armor,GBR,GBR,anglican,breton
170,Finistère,GBR,GBR,anglican,breton
171,Vannetais,GBR,GBR,anglican,breton
172,Nantais,GBR,GBR,anglican,breton
173,Labourd,FRA,FRA,catholic,gascon
174,Bordeaux,FRA,FRA,catholic,gascon
175,Armagnac,SPA,SPA,catholic,gascon
176,Béarn,SPA,SPA,catholic,gascon
177,Maine,FRA,FRA,protestant,cosmopolitan_french
178,Anjou,FRA,FRA,protestant,cosmopolitan_french
179,Berry,FRA,FRA,protestant,cosmopolitan_french
180,Haut-Poitou,FRA,FRA,protestant,cosmopolitan_french
181,Rethel,FRA,FRA,protestant,wallonian
182,Valois,FRA,FRA,protestant,cosmopolitan_french
183,Paris,FRA,FRA,protestant,cosmopolitan_french
184,Orleanais,FRA,FRA,protestant,cosmopolitan_french
185,Nemours,FRA,FRA,protestant,cosmopolitan_french
186,Reims,FRA,FRA,protestant,cosmopolitan_french
187,Barrois,FRA,FRA,protestant,burgundian
188,Metz,FRA,FRA,protestant,burgundian
189,Lothringen,FRA,FRA,protestant,burgundian
190,Bourbonnais,FRA,FRA,protestant,cosmopolitan_french
191,Nivernais,FRA,FRA,protestant,burgundian
192,Dijonnais,FRA,FRA,protestant,burgundian
193,Franche-Comté,FRA,FRA,protestant,burgundian
194,Périgord,SPA,SPA,catholic,gascon
195,Limousin,FRA,FRA,protestant,gascon
196,Toulouse,SPA,SPA,catholic,occitain
197,Roussillon,SPA,SPA,catholic,catalan
198,Rouergue,SPA,SPA,catholic,occitain
199,Auvergne,FRA,FRA,protestant,occitain
200,Montpellier,SPA,SPA,catholic,occitain
201,Marseille,SPA,SPA,catholic,occitain
202,Avignon,SPA,SPA,catholic,occitain
203,Lyonnais,FRA,FRA,protestant,occitain
204,Dauphiné,FRA,FRA,protestant,occitain
205,Chambery,FRA,FRA,protestant,occitain
206,Corunna,SPA,SPA,catholic,galician
207,Asturias,SPA,SPA,catholic,leonese
208,León,SPA,SPA,catholic,leonese
209,Vizcaya,SPA,SPA,catholic,basque
210,Navarra,SPA,SPA,catholic,basque
211,Huesca,SPA,SPA,catholic,aragonese
212,Girona,SPA,SPA,catholic,catalan
213,Barcelona,SPA,SPA,catholic,catalan
214,Zaragoza,SPA,SPA,catholic,aragonese
215,Valladolid,SPA,SPA,catholic,castillian
216,Salamanca,SPA,SPA,catholic,leonese
217,Madrid,SPA,SPA,catholic,castillian
218,Badajoz,SPA,SPA,catholic,andalucian
219,Toledo,SPA,SPA,catholic,castillian
220,València,SPA,SPA,catholic,catalan
221,Murcia,SPA,SPA,catholic,andalucian
222,Almería,SPA,SPA,catholic,andalucian
223,Granada,SPA,SPA,catholic,andalucian
224,Sevilla,SPA,SPA,catholic,andalucian
225,Córdoba,SPA,SPA,catholic,andalucian
226,Gibraltar,SPA,SPA,catholic,andalucian
227,Lisboa,GBR,GBR,catholic,portugese
228,Beira,GBR,GBR,anglican,portugese
229,Beja,GBR,GBR,catholic,portugese
230,Algarve,GBR,GBR,catholic,portugese
231,Porto,GBR,GBR,anglican,portugese
232,Bragança,GBR,GBR,anglican,portugese
233,Cornwall,GBR,GBR,anglican,cornish
234,Hampshire,GBR,GBR,anglican,english
235,Kent,GBR,GBR,anglican,english
236,London,GBR,GBR,anglican,english
237,Oxford,GBR,GBR,anglican,english
238,Essex,GBR,GBR,anglican,english
239,Gloucester,GBR,GBR,anglican,english
240,Shrewsbury,GBR,GBR,anglican,english
241,Glamorgan,GBR,GBR,anglican,welsh
242,Gwynedd,GBR,GBR,anglican,welsh
243,Lincolnshire,GBR,GBR,anglican,english
244,Lancashire,GBR,GBR,anglican,english
245,York,GBR,GBR,anglican,english
246,Northumberland,GBR,GBR,anglican,english
247,Cumbria,GBR,GBR,anglican,english
248,Lothian,GBR,GBR,anglican,scottish
249,Ayrshire,GBR,GBR,anglican,scottish
250,Perth,GBR,GBR,anglican,highland_scottish
251,Aberdeen,GBR,GBR,anglican,scottish
252,Inverness,GBR,GBR,anglican,highland_scottish
253,Outer Hebrides,GBR,GBR,anglican,highland_scottish
254,Poznan,PLC,PLC,catholic,polish
255,Kalisz,PLC,PLC,catholic,polish
256,Plock,PLC,PLC,catholic,polish
257,Warszawa,PLC,PLC,catholic,polish
258,Sieradz,PLC,PLC,catholic,polish
259,Sandomierz,PLC,PLC,catholic,polish
260,Lublin,PLC,PLC,catholic,polish
261,Halicz,PLC,PLC,catholic,ruthenian
262,Krakow,PLC,PLC,catholic,polish
263,Ratibor,PLC,PLC,catholic,schlesian
264,Breslau,PLC,PLC,catholic,saxon
265,Brno,PLC,PLC,catholic,czech
266,Prague,BOH,BOH,protestant,czech
267,Plzen,BOH,BOH,protestant,czech
268,Suceava,PLC,PLC,catholic,ruthenian
269,Podlasie,PLC,PLC,catholic,polish
270,Trakai,PLC,PLC,catholic,lithuanian
271,Samogitia,PLC,PLC,catholic,lithuanian
272,Vilna,PLC,PLC,catholic,lithuanian
273,Latgalia,PLC,PLC,catholic,polish
274,Pskov,PLC,PLC,catholic,novgorodian
275,Polotsk,PLC,PLC,catholic,polish
276,Minsk,PLC,PLC,catholic,polish
277,Brest,PLC,PLC,catholic,polish
278,Pinsk,PLC,PLC,catholic,ruthenian
279,Volhynia,PLC,PLC,catholic,ruthenian
280,Kiev,PLC,PLC,catholic,ruthenian
281,Podolia,PLC,PLC,catholic,ruthenian
282,Yedisan,PLC,PLC,catholic,ruthenian
283,Zaporozhia,PLC,PLC,catholic,ruthenian
284,Crimea,PLC,PLC,catholic,crimean
285,Caffa,PLC,PLC,catholic,pontic_greek
286,Azov,PLC,PLC,catholic,crimean
287,Kuban,PLC,PLC,catholic,crimean
288,Lower Don,PLC,PLC,catholic,mishary
289,Chernigov,PLC,PLC,catholic,ruthenian
290,Poltava,PLC,PLC,catholic,ruthenian
291,Kharkov,PLC,PLC,catholic,ruthenian
292,Mogilev,PLC,PLC,catholic,ruthenian
293,Smolensk,PLC,PLC,catholic,ruthenian
294,Tver,PLC,PLC,catholic,russian
295,Moskva,PLC,PLC,catholic,russian
296,Kaluga,PLC,PLC,catholic,russian
297,Bryansk,PLC,PLC,catholic,russian
298,Kursk,PLC,PLC,catholic,ruthenian
299,Voronezh,PLC,PLC,catholic,ruthenian
300,Tula,PLC,PLC,catholic,russian
301,Ryazan,PLC,PLC,catholic,russian
302,Tambov,PLC,PLC,catholic,mishary
303,Saratov,PLC,PLC,catholic,mishary
304,Penza,PLC,PLC,catholic,russian
305,Perm,PLC,PLC,catholic,polish
306,Nizhny Novgorod,PLC,PLC,catholic,russian
307,Vladimir,PLC,PLC,catholic,russian
308,Yaroslavl,PLC,PLC,catholic,russian
309,Olonets,PLC,PLC,catholic,novgorodian
310,Novgorod,PLC,PLC,catholic,novgorodian
311,Kholm,PLC,PLC,catholic,novgorodian
312,Beloozero,PLC,PLC,catholic,novgorodian
313,Soroka,PLC,PLC,catholic,novgorodian
314,Vologda,PLC,PLC,catholic,russian
315,Finnmark,PLC,PLC,catholic,polish
316,Kocaeli,RUM,RUM,sunni,turkish
317,Hüdavendigar,RUM,RUM,sunni,turkish
318,Sugla,RUM,RUM,sunni,turkish
319,Mentese,RUM,RUM,sunni,turkish
320,Rhodes,GBR,GBR,anglican,greek
321,Cyprus,ACH,ACH,orthodox,greek
322,Kütahya,RUM,RUM,sunni,turkish
323,Konya,RUM,RUM,sunni,turkish
324,Karaman,RUM,RUM,sunni,turkish
325,Kastamonu,RUM,RUM,sunni,turkish
326,Ankara,RUM,RUM,sunni,turkish
327,Adana,RUM,RUM,sunni,turkish
328,Sinop,RUM,RUM,sunni,turkish
329,Sivas,RUM,RUM,sunni,turkish
330,Trebizond,PER,PER,sunni,persian
331,Erzurum,RUM,RUM,coptic,armenian
332,Marash,RUM,RUM,sunni,turkish
333,Mallorca,SPA,SPA,catholic,catalan
334,Tangiers,SPA,SPA,catholic,moroccan
335,Melilla,SPA,SPA,sunni,berber
336,Tlemcen,TLC,TLC,protestant,berber
337,Oran,FRA,REB,protestant,algerian
338,Mitidja,FRA,REB,protestant,algerian
339,Kabylia,ITA,ITA,sunni,berber
340,Constantine,ITA,REB,sunni,berber
341,Tunis,ITA,RUM,catholic,tunisian
342,Gharb,SPA,SPA,catholic,moroccan
343,Fez,SPA,SPA,catholic,moroccan
344,Marrakech,SPA,SPA,catholic,moroccan
345,Abda,SPA,SPA,catholic,moroccan
346,Tafilalt,FRA,FRA,protestant,moroccan
347,Ifni,SPA,SPA,sunni,berber
348,Sus,FRA,REB,protestant,berber
349,Figuig,TLC,TLC,protestant,berber
350,Laghouat,ITA,ITA,sunni,algerian
351,Biskra,ITA,ITA,sunni,berber
352,Gafsa,ITA,RUM,sunni,tunisian
353,Tataouine,ITA,RUM,sunni,tunisian
354,Tripoli,ITA,RUM,sunni,tunisian
355,Sirt,ITA,RUM,catholic,tunisian
356,Benghazi,RUM,RUM,sunni,al_misr_arabic
357,Darnah,RUM,RUM,sunni,al_misr_arabic
358,Alexandria,RUM,RUM,sunni,al_misr_arabic
359,Fayyum,RUM,RUM,sunni,al_misr_arabic
360,Qus,RUM,RUM,sunni,al_misr_arabic
361,Cairo,RUM,RUM,sunni,al_misr_arabic
362,Rosetta,RUM,RUM,sunni,al_misr_arabic
363,Damietta,RUM,RUM,sunni,al_misr_arabic
364,Gaza,RUM,RUM,sunni,al_suryah_arabic
365,Sinai,RUM,RUM,sunni,bedouin_arabic
366,Gran Canaria,SPA,SPA,catholic,castillian
367,The Azores,GBR,GBR,anglican,portugese
368,Madeira,GBR,GBR,anglican,portugese
369,Orkney,GBR,GBR,anglican,norwegian
370,Reykjavik,GBR,GBR,anglican,icelandic
371,Akureyri,GBR,GBR,anglican,icelandic
372,Tyrone,GBR,GBR,anglican,irish
373,Pale,GBR,GBR,anglican,irish
374,Leinster,GBR,GBR,anglican,irish
375,Limerick,GBR,GBR,anglican,irish
376,Connaught,GBR,GBR,anglican,irish
377,Aleppo,RUM,RUM,sunni,al_suryah_arabic
378,Tarabulus,RUM,RUM,sunni,al_suryah_arabic
379,Jerusalem,RUM,RUM,sunni,al_suryah_arabic
380,Al Karak,RUM,RUM,sunni,bedouin_arabic
381,Ajlun,RUM,RUM,sunni,al_suryah_arabic
382,Damascus,RUM,RUM,sunni,al_suryah_arabic
383,Tabuk,RUM,RUM,sunni,bedouin_arabic
384,Medina,RUM,RUM,sunni,hejazi_culture
385,Mecca,RUM,REB,sunni,hejazi_culture
386,Bishah,RUM,RUM,sunni,hejazi_culture
387,Mokha,RUM,RUM,sunni,yemeni_culture
388,Aden,RUM,RUM,sunni,yemeni_culture
389,Mukalla,RUM,RUM,sunni,yemeni_culture
390,Sana'a,RUM,RUM,sunni,yemeni_culture
391,Najran,RUM,RUM,sunni,yemeni_culture
392,Al-Arid,RUM,RUM,sunni,bedouin_arabic
393,Jabal Shammar,RUM,RUM,sunni,bedouin_arabic
394,Al-Qatif,RUM,RUM,sunni,gulf_arabic
395,Qatar,RUM,RUM,sunni,gulf_arabic
396,Bahrain,RUM,RUM,sunni,gulf_arabic
397,Bani Yas,RUM,RUM,sunni,gulf_arabic
398,Qawasim,RUM,RUM,sunni,gulf_arabic
399,Batinah,PER,PER,sunni,omani_culture
400,Muscat,BHA,BHA,ibadi,omani_culture
401,Dhofar,PER,PER,sunni,mahri_culture
402,Qishn,HDR,HDR,sunni,mahri_culture
403,Nizwa,PER,PER,sunni,omani_culture
404,Liwa,RUM,RUM,sunni,gulf_arabic
405,Tadmor,RUM,RUM,sunni,bedouin_arabic
406,Haditha,PER,PER,sunni,al_iraqiya_arabic
407,Ar Raqqa,RUM,RUM,sunni,al_suryah_arabic
408,Basra,PER,PER,sunni,al_iraqiya_arabic
409,Karbala,PER,PER,sunni,al_iraqiya_arabic
410,Baghdad,PER,PER,sunni,al_iraqiya_arabic
411,Mosul,PER,PER,sunni,kurdish
412,Ahvaz,PER,PER,sunni,al_iraqiya_arabic
413,Khorramabad,PER,PER,sunni,luri
414,Hamadan,PER,PER,sunni,luri
415,Kirkuk,PER,PER,sunni,kurdish
416,Tabriz,PER,PER,sunni,azerbaijani
417,Lahijan,PER,PER,sunni,mazandarani
418,Diyarbakir,RUM,RUM,sunni,kurdish
419,Yerevan,PER,PER,sunni,armenian
420,Ganja,PER,PER,sunni,azerbaijani
421,Shirvan,PER,PER,sunni,azerbaijani
422,Imereti,PER,PER,sunni,georgian
423,Tbilisi,PER,PER,sunni,georgian
424,Ardabil,PER,PER,sunni,azerbaijani
425,Dagestan,PER,PER,sunni,dagestani
426,Amol,PER,PER,sunni,mazandarani
427,Qumis,PER,PER,sunni,khorasani
428,Teheran,PER,PER,sunni,persian
429,Isfahan,PER,PER,sunni,persian
430,Dashtistan,PER,PER,sunni,persian
431,Mogostan,PER,PER,sunni,persian
432,Kerman,PER,PER,sunni,persian
433,Yazd,PER,PER,sunni,persian
434,Quhistan,BHA,BHA,sikhism,rajput
435,Zaranj,PER,PER,sunni,khorasani
436,Birjand,PER,PER,sunni,khorasani
437,Kopet Dag,PER,PER,sunni,turkmeni
438,Karakum,PER,PER,sunni,turkmeni
439,Mangyshlak,PER,PER,sunni,nogaybak
440,Qaraqalpak,PER,PER,sunni,uzbehk
441,Khiva,PER,PER,sunni,uzbehk
442,Bukhara,PER,PER,sunni,uzbehk
443,Ustyurt,PER,PER,sunni,nogaybak
444,Charjuy,PER,PER,sunni,uzbehk
445,Merv,PER,PER,sunni,turkmeni
446,Herat,PER,PER,sunni,khorasani
447,Kandahar,PER,PER,sunni,afghani
448,Gazni,PER,PER,sunni,afghani
449,Ghor,PER,PER,sunni,afghani
450,Balkh,PER,PER,sunni,afghani
451,Kabul,PER,PER,sunni,afghani
452,Badakhshan,AFG,AFG,sunni,afghani
453,Qarshi,PER,PER,sunni,uzbehk
454,Samarkand,PER,PER,sunni,uzbehk
455,Kyzylkum,PER,PER,sunni,khazak
456,Turkestan,PLC,PLC,catholic,khazak
457,Tashkent,PER,PER,sunni,uzbehk
458,Kokand,PER,PER,sunni,uzbehk
459,Taraz,PLC,PLC,catholic,khazak
460,Uzkend,PER,PER,sunni,kirgiz
461,Almaty,PLC,PLC,catholic,khazak
462,Odishi,PER,PER,sunni,georgian
463,Circassia,PLC,PLC,catholic,circassian
464,Astrakhan,PLC,PLC,catholic,astrakhani
465,Nogay,PLC,PLC,catholic,nogaybak
466,Sarai,PLC,PLC,catholic,astrakhani
467,Borisoglebsk,PLC,PLC,catholic,mishary
468,Manych,PLC,PLC,catholic,astrakhani
469,Ryn,PLC,PLC,catholic,nogaybak
470,Bayuly,PLC,PLC,catholic,nogaybak
471,Alimuly,PLC,PLC,catholic,nogaybak
472,Zhetyru,PLC,PLC,catholic,nogaybak
473,Samara,PLC,PLC,catholic,russian
474,Yaik,PLC,PLC,catholic,russian
475,Bashkortostan,PLC,PLC,catholic,polish
476,Kypshak,PLC,PLC,catholic,khazak
477,Nadym,PLC,PLC,catholic,khazak
478,Argyn,PLC,PLC,catholic,khazak
479,Kerey,PLC,PLC,catholic,polish
480,Pegaya Orda,PLC,PLC,catholic,polish
481,Bermuda,GBR,GBR,catholic,portugese
482,Bahamas,C02,C02,catholic,castillian
483,Turks Islands,C10,C10,catholic,castillian
484,Havana,C10,C10,catholic,mexican
485,Moron,C10,C10,catholic,mexican
486,Guantanamo,C10,C10,catholic,mexican
487,Jamaica,C10,C10,catholic,mexican
488,Zui,C10,C10,catholic,mexican
489,Tortuga,C10,C10,catholic,mexican
490,Bani,C10,C10,catholic,mexican
491,Aruba,C10,C10,catholic,mexican
492,Borikén,C10,C10,catholic,mexican
493,St. Thomas,C10,C10,catholic,mexican
494,St. Kitts,C10,C10,catholic,mexican
495,Antigua,C10,C10,catholic,mexican
496,Guadelupe,C10,C10,catholic,mexican
497,Dominica,C10,C10,catholic,mexican
498,Martinique,C10,C10,catholic,mexican
499,St. Lucia,C10,C10,catholic,mexican
500,St. Vincent,C10,C10,catholic,mexican
501,Barbados,C10,C10,catholic,mexican
502,Trinidad,C23,C23,protestant,carib
503,Kutch,BHA,BHA,sikhism,saurashtri
504,Thatta,BHA,BHA,sikhism,sindhi
505,Sehwan,BHA,BHA,sikhism,sindhi
506,Multan,BHA,BHA,sikhism,panjabi
507,Lahore,BHA,BHA,sikhism,panjabi
508,Kashmir,BHA,BHA,sikhism,panjabi
509,Kangra,BHA,BHA,sikhism,pahari
510,Sirhind,BHA,BHA,sikhism,panjabi
511,Garhwal,BHA,BHA,sikhism,pahari
512,Jangladesh,BHA,BHA,sikhism,rajput
513,Jaisalmer,BHA,BHA,sikhism,rajput
514,Marwar,BHA,BHA,sikhism,rajput
515,Girnar,BHA,BHA,sikhism,saurashtri
516,Baroda,BHA,BHA,sikhism,gujarati
517,Surat,BHA,BHA,sikhism,gujarati
518,Chittor,BHA,BHA,sikhism,rajput
519,Dhundar,BHA,BHA,sikhism,rajput
520,Mewat,BHA,BHA,sikhism,rajput
521,Rajkot,BHA,BHA,sikhism,saurashtri
522,Delhi,BHA,BHA,sikhism,kanauji
523,Lucknow,BHA,BHA,sikhism,avadhi
524,Central Doab,BHA,BHA,sikhism,kanauji
525,Gird,BHA,BHA,sikhism,rajput
526,Mandu,BHA,BHA,sikhism,malvi
527,Burhanpur,BHA,BHA,sikhism,marathi
528,Hadoti,BHA,BHA,sikhism,rajput
529,Thana,BHA,BHA,sikhism,marathi
530,Dabhol,BHA,BHA,sikhism,marathi
531,North Kanara,BHA,BHA,sikhism,kannada
532,Raichur,BHA,BHA,hinduism,kannada
533,Mysore,BHA,BHA,sikhism,kannada
534,Calicut,BHA,BHA,sikhism,tamil
535,Kochin,BHA,BHA,sikhism,tamil
536,Madurai,BHA,BHA,sikhism,tamil
537,Venad,BHA,BHA,sikhism,tamil
538,Kongu,BHA,BHA,sikhism,tamil
539,Tondainadu,BHA,BHA,sikhism,tamil
540,Cuddalore,BHA,BHA,sikhism,tamil
541,Vijayanagar,BHA,BHA,hinduism,kannada
542,Golconda,BHA,BHA,sikhism,telegu
543,Velanadu,BHA,BHA,sikhism,telegu
544,Ahmadnagar,BHA,BHA,sikhism,marathi
545,Daulatabad,BHA,BHA,sikhism,marathi
546,East Berar,BHA,BHA,sikhism,gondi
547,Bastar,BHA,BHA,hinduism,gondi
548,Illichpur,BHA,BHA,sikhism,marathi
549,Kalingandhra,BHA,BHA,hinduism,telegu
550,Mahakoshal,BHA,BHA,sikhism,malvi
551,Mandla,BHA,BHA,sikhism,gondi
552,Cuttack,BHA,BHA,sikhism,oriya
553,Sambalpur,BHA,BHA,sikhism,garjati
554,Baisi Rajya,BHA,BHA,sikhism,nepali
555,Jaunpur,BHA,BHA,sikhism,avadhi
556,Lower Doab,BHA,BHA,sikhism,avadhi
557,Katmandu,BHA,BHA,vajrayana,nepali
558,Pataliputra,BHA,BHA,sikhism,bihari
559,Jhansi,BHA,BHA,sikhism,malvi
560,Jharkhand,BHA,BHA,sikhism,bihari
561,Bengal Delta,BHA,BHA,sikhism,bengali
562,Koch,BHA,BHA,sikhism,bengali
563,Gauda,BHA,BHA,sikhism,bengali
564,Dhaka,BHA,BHA,sikhism,bengali
565,Paro,BHA,BHA,buddhism,tibetan
566,Assam,BHA,BHA,sikhism,assamese
567,Silhet,BHA,BHA,hinduism,bengali
568,Chittagong,BHA,BHA,sikhism,bengali
569,Bijapur,BHA,BHA,sikhism,kannada
570,Naga,BHA,BHA,sikhism,chin
571,Darrang,BHA,BHA,sikhism,assamese
572,Kotte,BHA,BHA,sikhism,sinhala
573,Cachar,BHA,BHA,sikhism,chin
574,The Andamans,PER,PER,sunni,persian
575,Gwadar,BHA,BHA,sikhism,sindhi
576,Kalat,BHA,BHA,sikhism,sindhi
577,Quetta,BHA,BHA,sikhism,panjabi
578,Roh,AFG,AFG,sunni,afghani
